家居 	 家装 减碳 从 点滴 来 做起   实现 家居 装修 低碳 的 目标 “ 低碳 节能 ” 之风 吹遍 大江南北 的 时候 ， 也 深入 家装 人士 之心 。 作为 “ 定制 化 ” 程度 很 高 的 行业 ， 消费者 的 选择 决定 了 原材料 的 选择 、 生产 的 过程 和 成品 的 呈现 ， 只有 消费者 和 企业 一起 努力 ， 才能 真正 实现 “ 减碳 ” 。 在 装修 过程 中 怎么 做 才能 实现 “ 低碳 ” 目标 呢 ？ 专家 表示 ， 材料 、 设计 、 工程 哪个 环节 都 不能 少 。 一 、 设计 ： 简约 、 自然 最佳 低碳 家装 要 从 源头 — — 设计 抓起 。 首先 ， “ 轻 装修 、 重 装饰 ” 的 设计 理念 ， 可以 让 整体 工程 的 “ 碳 排量 ” 降下来 ， 在 低 碳 之 余 还 为 家装 费用 “ 减负 ” 。 其次 ， 空间设计 上应 考虑 利用 自然资源 、 自然通风 、 多向 采光 ， 减少 空调 及 照明设备 的 使用 。 采用 一些 特殊 的 节能 系统 ， 像 红外线 感应 灯光 开关 系统 实现 “ 人 走 灯 熄 ” 来 节约 电能 。 二 、 材料 ： 选用 环保 、 节能产品 在 设计 选材 上 ， 尽量 选用 环保 、 易 再生 、 可回收 的 装饰 材料 ， 少用 或 不用 纯实 木地板 ， 多用 复合 强化 地板 ， 如 竹地板 、 竹胶 饰面板 等 ； 用 水性漆 而 尽量 不用 油性 漆 ； 选用 工厂 加工 好 的 成品 或 半成品 。 在 保证 使用 功能 的 情况 下 ， 可 尽量 选择 耗电量 、 用水量 低 的 日常 用具 ， 减少 资源 浪费 和 水电 费用 支出 。 一些 可以 自行 调节 能耗 功能 的 产品 也 可 考虑 。 如 具有 随控 开关 的 面板 可以 方便 地 将 电器 电源 关掉 ， 避免 其 长期 处于 待机 状态 而 耗电 ， 还 可以 保护 电器 ； 带有 定时 控制阀 的 采暖系统 在 家中 无人 时 可 调低 室温 ， 待 需要 提高 温度 时 ， 使用 自控 调节阀 定时 调整 ， 达到 节能 的 效果 。 家装 公司 减碳 要点 家装 公司 的 所作所为 也 能 做到 减碳 。 1 、 节省 施工 照明用 电 ： 日常 施工 照明用 电 ， 采用 节能灯 取代 白炽灯 ； 油工 打磨 腻子 时用 防爆灯 ， 采用 瓦数 更 低 的 白炽灯 。 2 、 节省 施工 机具 用电 ： 采用 低 功率 气泵 、 电钻 取代 大功率 气泵 、 电钻 ； 采用 非 电动式 陶瓷 切割机 取代 大功率 云母 机 。 3 、 节省 施工 用水 ： 现场 使用 临时 水盆 ， 洗手 时 水盆 下水 接入 专用 存 水桶 内 ， 洗手 水 用于 冲厕 等 。 三 、 施工 ： 点滴 做起 多头并进 施工 工程 部分 是 家装 的 重点 ， 此 过程 减碳 一方面 要 在 过程 中 主动出击 直接 减少 碳 排量 ， 另一方面 是 为 家装 完成 后 的 “ 碳 排量 ” 打下基础 ， 做好 “ 卫士 ” 工作 。 1 、 直接 减排 瓷砖 采用 薄 贴法 ， 用 石膏板 轻质 隔墙 部分 代替 砖 砌墙 以及 采用 合理 防水 涂布 ， 都 可以 做到 直接 减排 。 专家 介绍 ， 传统 铺 贴法 采用 水泥砂浆 作为 瓷砖 粘贴 材料 ， 粘贴 层 厚度 为 20 - 30mm 。 薄贴 法则 采用 新型 的 瓷砖 粘贴 材料 ， 粘贴 层 厚度 仅为 2 - 4mm ， 材料 为 成品 ， 较 传统 方法 节省 大量 的 材料 和 施工 时间 ， 粘贴 强度 还 优于 传统 方法 。 出于 格局 改造 需要 ， 新建 墙体 也 很 常见 。 黏土砖 的 生产 存在 高能耗 、 严重 污染环境 的 问题 ， 用 其 砌 新建 墙 还 会 加重 楼梯 承载 。 石膏板 则 质轻 、 耐火 、 保温 ， 用 它 砌筑 轻质 墙 将 会 大为 节省 煤 、 水泥 用量 ， 从而 减少 碳 排量 。 2 、 减碳 卫士 更换 优质 门窗 、 做好 外墙 内 保温 、 减少 水电 备用 端口 等 可 作为 房屋建筑 一道 防止 能量 损失 的 墙 。 一些 老房 的 门窗 老化 、 生锈 ， 已经 成为 能源 损耗 的 “ 罪魁祸首 ” 。 年志仁 表示 ， 最好 能够 换上 密封 性能 好 的 门窗 产品 ， 铁窗 、 木窗 可 换成 塑钢窗 或 断桥 铝合金 窗 ， 窗玻璃 可 换成 中空 双层 玻璃 或 真空 双层 玻璃 。 做好 外墙 内 保温 系统 可以 减少 夏季 制冷 、 冬季 采暖 的 能耗 。 位于 顶层 、 西 向 、 把 角 的 户型 可 在 与 外部 相接 的 墙体 内侧 做 一个 保温层 ， 实现 隔热 、 保温 、 隔音 。 不少 业主 在 装修 中会 将 今后 可能 用到 的 端口 位置 都 预留 出来 。 事实上 ， 这些 备用 端口 的 使用率 极低 ， 不仅 会 造成 材料 浪费 ， 备用 强电 端口 还会 产生 电能 损耗 ， 水路 端口 会 留下 渗漏 、 爆管 等 隐患 ， 建议 合理 预留 端口 ， 不要 一味 求全 。 无绳电话 、 电冰箱 等 需要 长期 通电 使用 的 电器 ， 可 在 总控 开关 中 单独 布线 。 不 需用 电时 可 将 总控 开关 中 的 其他 开关 关掉 ， 既 可 减少 电能 损耗 ， 又 可 保证 电器 安全 ， 最大 程度 避免 电路 隐患 。 我要 评论 
 家居 	 1937 年 别墅 装修 中 ( 图 ) 2008 年 3 月 11 日 ， 汤姆 - 克鲁斯 在 贝弗利 山庄 购买 了 一套 3500 万美金 的 别墅 ， 别墅 正在 修建 中 。 这是 1937 年 的 建筑 ， 原始 面积 是 10000 平方英尺 ， 4 年前 开始 扩大 ， 当前 包含 7 个 卧室 和 9 个 卫生间 。 克鲁斯 全家 有 他们 的 秘密 ， 这 房子 在 大门 和 冗长 的 车库 后面 ， 占地 1.3 英亩 ， 还有 一个 网球场 和 一个 游泳池 。   
 家居 	 七大 有利 男人 健康 的 家居风水 ( 组图 ) 在 现实 中常 现 许多 人 在 这 上 有 误区 ， 往往 以为 办公室 风水 好 就 可以 了 ， 在 被 邀去 看 公司 风水 的 多次 过程 中 就 发现 这个 误区 。 许多 经商者 常是 公司 里 很 讲究 ， 但 家里 比较 杂乱 ， 虽然 在家 时间 短 ， 但 这 一样 会 影响 事业 运势 ， 且 影响 程度 不会 低于 办公室 风水 。 
 家居 	 个性 及 新潮 时尚 的 生活态度 ( 图 ) 新款 灯具 秉承 时尚 前沿 的 复古 潮流 ， 在 设计 上 更加 注重 细节 装饰 的 勾勒 和 完善 ， 搭配 时尚 简约 的 现代 装修 风格 ， 在 外形 上 更 能 突出 主人 鲜明 的 个性 及 新潮 时尚 的 生活态度 ， 带给 你 如梦如幻 的 超凡 审美 享受 。 
 家居 	 外观 雅致 休闲 ( 图 ) 田园 风格 的 印花 餐具 ， 外观 雅致 休闲 ， 随意 涂鸦 的 花卉 图案 为 主流 特色 ， 线条 随意 但 注重 干净 干练 ， 其 自然 朴实 又 不失 高雅 的 气质 ， 使 厨房 的 格调 呈现 清婉 惬意 的 特质 。 
 家居 	 如梦如幻 的 超凡 审美 享受 ( 图 ) 新款 灯具 秉承 时尚 前沿 的 复古 潮流 ， 在 设计 上 更加 注重 细节 装饰 的 勾勒 和 完善 ， 搭配 时尚 简约 的 现代 装修 风格 ， 在 外形 上 更 能 突出 主人 鲜明 的 个性 及 新潮 时尚 的 生活态度 ， 带给 你 如梦如幻 的 超凡 审美 享受 。   新款 灯具 秉承 时尚 前沿 的 复古 潮流 ， 在 设计 上 更加 注重 细节 装饰 的 勾勒 和 完善 ， 搭配 时尚 简约 的 现代 装修 风格 ， 在 外形 上 更 能 突出 主人 鲜明 的 个性 及 新潮 时尚 的 生活态度 ， 带给 你 如梦如幻 的 超凡 审美 享受 。   
 家居 	 带给 人们 一种 奇异 的 感受 ( 图 ) 伦敦 设计师 Gitta   Gschwendtner 设计 的 Uncanny 灯 。 利用 传统 的 折叠 丝绸 做 灯罩 ， 有 4 款 造型 。 它们 分别 设计 存放 在 一些 特别 的 地方 ， 像 墙角 ， 桌脚 ， 或 窗台 等 ， 不同 的 抽象 形态 像是 一个个 有 生命力 的 小 生灵 ， 带给 人们 一种 奇异 的 感受 。   
 家居 	 影响 程度 不会 低于 办公室 风水 ( 图 ) 在 现实 中常 现 许多 人 在 这 上 有 误区 ， 往往 以为 办公室 风水 好 就 可以 了 ， 在 被 邀去 看 公司 风水 的 多次 过程 中 就 发现 这个 误区 。 许多 经商者 常是 公司 里 很 讲究 ， 但 家里 比较 杂乱 ， 虽然 在家 时间 短 ， 但 这 一样 会 影响 事业 运势 ， 且 影响 程度 不会 低于 办公室 风水 。   
 家居 	 整体 采用 现代 风格 的 搭配 ( 图 ) 厨房 透亮 明朗 ， 光线 很 好 ， 整体 采用 现代 风格 的 搭配 ， 餐桌 的 选择 跟 整个 厨房 风格 和谐一致 ， 流线型 的 柔美 结合 金属 银色 的 质感 ， 后现代 十足 。 
 家居 	 时尚 前沿 的 复古 潮流 ( 图 ) 新款 灯具 秉承 时尚 前沿 的 复古 潮流 ， 在 设计 上 更加 注重 细节 装饰 的 勾勒 和 完善 ， 搭配 时尚 简约 的 现代 装修 风格 ， 在 外形 上 更 能 突出 主人 鲜明 的 个性 及 新潮 时尚 的 生活态度 ， 带给 你 如梦如幻 的 超凡 审美 享受 。 
 家居 	 沙发 都 是 点睛之笔 ( 图 ) 客厅 ， 有 的 人 喜欢 线条 简单 流畅 的 现代 风格 ， 有 的 人 偏好 温馨 舒适 的 田园 情调 ， 不论 你 选择 以 何种 风格 打造 你 的 客厅 ， 沙发 都 是 点睛之笔 。 那么 ， 如何 选择 一个 最 适合 自己 的 “ 绝配 ” 沙发 呢 ？ 专家 提示 ： 所谓 “ 绝配 ” 沙发 ， 不仅 是 沙发 的 颜色 和 风格 与 家中 的 整体 装修 风格 相匹配 ， 沙发 的 软 硬度 、 大小 、 结构 、 材质 等 诸多方面 都 应 考虑 你 自己 的 个性化 需求 。 现在 就让 我们 来 给 您 一些 挑选 沙发 的 实用 案例 ， 也许 您 能 在 此 找到 您 的 那 一款 “ 绝配 ” 沙发 。 
 家居 	 清婉 惬意 的 印花 餐具 ( 组图 ) 田园 风格 的 印花 餐具 ， 外观 雅致 休闲 ， 随意 涂鸦 的 花卉 图案 为 主流 特色 ， 线条 随意 但 注重 干净 干练 ， 其 自然 朴实 又 不失 高雅 的 气质 ， 使 厨房 的 格调 呈现 清婉 惬意 的 特质 。 
 家居 	 热情 雍容 的 客厅 ( 图 ) 高朋满座 ， 不亦乐乎 — — 热情 雍容 的 客厅 客厅 的 轮廓 以 斜插 竹杆 、 砖体 屏风 划分 ， 豪华 的 欧式 吊灯 与 热情洋溢 的 “ 威尼斯 春天 ” 系列 地砖 上下 呼应 ， 真皮沙发 套装 ， 硬木 茶几 ， 墙面 是 由 墙壁 上 凹凸 混铺 的 瓷砖 和 茶色 的 反光镜 片 巧妙 的 穿插 。 整个 客厅 活泼 而 不 炫乱 ， 更显 现代 风尚 ， 无论 新朋 旧友 皆 可 由衷 感受 到 主人 的 热情好客 与 雍容 大方 。   
 家居 	 红黑 相见 的 马赛克 贴墙 ( 图 ) 红黑 相见 的 马赛克 贴墙 ， 活力 十足 ， 提升 了 整体厨房 的 色彩感 ， 避免 了 乏味 和 沉闷 。 
 家居 	 细节 处 的 打理 颇具匠心 ( 图 ) 卧室 不可不 提 ， 细节 处 的 打理 颇具匠心 。 墙面 做 了 凹凸 处理 ， 淡灰色 的 壁纸 上满 是 枝叶 卷曲 的 玫瑰 ， 袒露出 墙壁 细腻 的 “ 心思 ” ； 方向 不一 的 凹槽 打破 黑白 银 构筑 的 冷峻 家居 形象 ， 极度 理性 中 适宜 地 掺进 了 柔柔的 感性 ； 纱帘 与 床品 的 精致 材质 ， 搭配 上 金属家具 ， 显得 既 时尚 又 不失 温情 。 风格 简约 的 家 ， 当然 少不了 个性 单品 的 “ 捧场 ” 。 客厅 里 ， 阅读 灯 调皮 地伸 着 “ 长 脖子 ” ， 一副 兴致勃勃 的 聆听 者 相 ； 落地窗 前 两个 轻巧 妙趣 的 “ 钻石 椅 ” ， 旋出 一个 弧度 优美 的 网面 ， 如同 一张 盛开 的 荷叶 ， 周全 地 托住 人身 ； 卧室 中 ， 毛线 球般 缠绕 的 金属丝 地灯 ， 是 私密 空间 前卫 的 符号 。 另外 ， 家中 饰品 大都 为 摒弃 多余 装饰 的 黑白 配 ， 摆在 家中 不起眼 的 位置 ， 造型 简洁 流畅 ， 恰似 主人 与世无争 却 我行我素 的 个性 表达 。 看来 ， 这个 以 “ 淡妆 ” 示人 的 家 ， 总 有些 出其不意 的 “ 妆容 ” 与 “ 味道 ” 耐人寻味 ， 不断 增加 人们 对 其 的 视觉 期待 。   
 家居 	 网友 DIY 创意   60 平小窝 崇尚 简约 现代 ( 组图 ) 这套 房子 的 设计 ， 崇尚 简约 现代 。 主人 的 心思 细腻 且 创意 十足 随处可见 ， 充分利用 小 空间 ， 让 整个 小窝 不仅 布局 紧凑 且 能 宽敞 舒适 ， 简约 而 不 简单 。 
 家居 	 自由 与 舒适 至上 主义 ( 图 ) 空间 定义 ： 自由 与 舒适 至上 主义   打造 建议 ：   1 、 沙发 是 客厅 最 重要 的 成员 ， 应 选择 厚实 的 经纬线 密织 的 高档 布料 ， 保留 用于 固定 的 铜钉 ， 以 表现 手工 质感 。 在 新古典主义 风格 里 ， 不仅 继承 了 实木 材料 的 古典 美 ， 玻璃 、 金属 等 现代 材质 也 被 运用 其中 ， 改变 了 清一色 的 “ 木质 时代 ” 。   2 、 用 墙纸 和 涂料 来 装点 墙面 ， 高档 壁纸 的 使用 是 新古典主义 风格 的 特点 ， 能 对 室内 风格 起到 事半功倍 的 效果 。 “ 法国 雅居 ” 正是 围绕 法国人 的 生活 方式 而 展开 的 设计 ， 试图 将 主人 引入 一个 如梦如痴 的 浪漫 境界 ， 让 人们 感受 到 法国 的 无以伦比 浪漫 。 它 强调 着 优雅 复古 的 乡村 式 风格 ， 同时 又 适于 现代 忙碌 的 生活 方式 。 “ 法国 雅居 ” 完全 采用 手工 精致 雕刻 ， 保留 了 典雅 的 造型 与 细腻 的 线条 感 ， 使 家具 多 了 一份 古朴 的 风味 。   
 家居 	 褶皱 灯 设计   饰 家小 生灵 ( 组图 ) 伦敦 设计师 Gitta   Gschwendtner 设计 的 Uncanny 灯 。 利用 传统 的 折叠 丝绸 做 灯罩 ， 有 4 款 造型 。 它们 分别 设计 存放 在 一些 特别 的 地方 ， 像 墙角 ， 桌脚 ， 或 窗台 等 ， 不同 的 抽象 形态 像是 一个个 有 生命力 的 小 生灵 ， 带给 人们 一种 奇异 的 感受 。 
 家居 	 设计 存放 在 一些 特别 的 地方 ( 图 ) 伦敦 设计师 Gitta   Gschwendtner 设计 的 Uncanny 灯 。 利用 传统 的 折叠 丝绸 做 灯罩 ， 有 4 款 造型 。 它们 分别 设计 存放 在 一些 特别 的 地方 ， 像 墙角 ， 桌脚 ， 或 窗台 等 ， 不同 的 抽象 形态 像是 一个个 有 生命力 的 小 生灵 ， 带给 人们 一种 奇异 的 感受 。 
 家居 	 这 一样 会 影响 事业 运势 ( 图 ) 在 现实 中常 现 许多 人 在 这 上 有 误区 ， 往往 以为 办公室 风水 好 就 可以 了 ， 在 被 邀去 看 公司 风水 的 多次 过程 中 就 发现 这个 误区 。 许多 经商者 常是 公司 里 很 讲究 ， 但 家里 比较 杂乱 ， 虽然 在家 时间 短 ， 但 这 一样 会 影响 事业 运势 ， 且 影响 程度 不会 低于 办公室 风水 。 在 现实 中常 现 许多 人 在 这 上 有 误区 ， 往往 以为 办公室 风水 好 就 可以 了 ， 在 被 邀去 看 公司 风水 的 多次 过程 中 就 发现 这个 误区 。 许多 经商者 常是 公司 里 很 讲究 ， 但 家里 比较 杂乱 ， 虽然 在家 时间 短 ， 但 这 一样 会 影响 事业 运势 ， 且 影响 程度 不会 低于 办公室 风水 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 一路 烧烤 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 在 展会 正式 开始 之前 ， 一些 企业 提前 发布 了 将 在 展会 上 进行 展示 的 产品 ， 让 我们 带 您 先睹为快 。 Alessi 品牌 自 创立 以来 ， 一直 保持 着 同 众多 著名 的 设计师 的 亲密合作 ， “ 设计 梦工厂 ” 也 由此 得名 。 自上 世纪末 90 年代 开始 ， Alessi 将 自己 的 产品线 扩充 到 了 传统 的 小件 家居用品 之外 。 在 09 年 米兰 家具 博览会 上 ， Alessi 将 与 大师 Piero   Lissoni 合作 推出 “ Barbic ù ” 便携式 烧烤炉 ， 完全 颠覆 传统 概念 的 烧烤炉 设计 ， 将 多种 功能 与 便携性 集于一身 ， 奉献给 真正 的 美食家 与 户外 生活 的 爱好者 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 剪裁 玻璃 灯具 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 在 展会 正式 开始 之前 ， 一些 企业 提前 发布 了 将 在 展会 上 进行 展示 的 产品 ， 让 我们 带 您 先睹为快 。 2009 年 米兰 家具 展 其间 ， La   Murrina 将会 在 欧洲 之光 国际 灯具 展上 推出 Couture 系列 灯具 。 该 产品 结合 了 La   Murrina 公司 所 擅长 的 威尼斯 传统 手工 玻璃 生产工艺 ， 以及 米兰 SPD 设计 学院 内 青年 学生 的 创意 。 Hiromi   Fukikoshi   ( 日本 ) ,   Kelli   Pearson   ( 美国 ) ，   Isaac   Pi ñ eiro   ( 西班牙 ) ， Roberto   Rossi   ( 意大利 ) 等 人 的 设计 ， 将口 吹 玻璃 如同 高级 时装 一般 进行 了 “ 裁剪 ” 与 “ 缝制 ” 。 在 展会 之后 La   Murrina 将 正式 批量生产 这 一系列 产品 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 暗夜精灵 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 在 展会 正式 开始 之前 ， 一些 企业 提前 发布 了 将 在 展会 上 进行 展示 的 产品 ， 让 我们 带 您 先睹为快 。 FDV 集团 旗下 的 灯具 品牌 Murano   Due ， 将 在 米兰 家具 展 期间 的 国际 灯具 展上 推出 两款 09 年 的 最新款 产品 ： 由 著名 建筑师 Massimo   Iosa   Ghini 设计 的 SPORE 和 SASSO 。 图为   SPORE 灯具 SPORE 使用 了 时 下 最为 流行 的 LED 光源 ， 小小的 金属 发光 板 将 光线 均匀 柔和 发散 ， 营造 出 私密 的 空间 氛围 。 图为   SASSO 灯具 SASSO 则 灯 如其 名 ， 圆润 的 外形 仿佛 被 流水 冲刷 而成 的 鹅卵石 一般 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 沙发 空间 减法 图为   沙发 Ascot 图为   沙发 Ascot 沙发 Ascot ： 使用者 可以 根据 空间 的 实际 情况 来 进行 随意 组合 。 沙发 靠垫 内 填充 天然 鹅绒 ， 面料 有 从 棉织物 到 真皮 等 不同 等级 的 多种 选择 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 法式 简约 浪漫 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 在 展会 正式 开始 之前 ， 一些 企业 提前 发布 了 将 在 展会 上 进行 展示 的 产品 ， 让 我们 带 您 先睹为快 。 2009 年 米兰 国际 家具 博览会 期间 ， 法国 著名 家具 企业 Roche   Bobois 将 推出 的 最新 产品 ： Eclat ,   Novae ,   Fleur   De   Fer , Lemon 和 Radian 。 图为   Eclat 沙发 系列 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 法式 色彩 浪漫 图为   Eclat 红色 沙发 图为   彩色 LEMON 坐墩 Sophie   Larger 设计 的 彩色 圆形 坐墩 LEMON 。   
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 经典 再 版图 为   Curule 折叠 座椅 图为   Curule 折叠 座椅 在 本次 家具 博览会 上 ， Ligne   Roset 还 将 推出 法国 设计 大师 Pierre   Paulin 在 上 世纪 80 年代 初期 的 经典 设计 Curule 折叠 座椅 的 再版 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 自由 复古 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带 着 来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 在 展会 正式 开始 之前 ， 一些 企业 提前 发布 了 将 在 展会 上 进行 展示 的 产品 ， 让 我们 带 您 先睹为快 。 2009 年 米兰 国际 家具 博览会 期间 ， 法国 著名 家具 企业 Ligne   Roset 将 向 所有 的 参观者 展示 一系列 09 年 的 最新 产品 。 图为   Confluences 沙发 图为   Confluences 沙发 图为   Confluences 沙发 Philippe   Nigro 设计 的 沙发 Confluences ， 可以 给 使用者 最大 的 自由度 ， 来 完全 按照 自身 的 需求 来 进行 组合 。 自由组合 的 概念 的 应用 ， 也 可以 随时 为 家居 空间 带来 新 的 惊喜 。 
 家居 	 2009 年 米兰 国际 家具 展 快报 ： 轻 古典 沙发 图为   Cityloft 沙发 Pascal   Mourgue 设计 的 沙发 Cityloft 采用 了 略带 古典风格 的 造型 ， 柔软 的 坐垫 和 靠背 搭配 轻盈 的 金属 框架 。 舒适 实用 是 这 一款 设计所 遵循 的 首要 原则 。 
 家居 	 2009 米兰 国际 家具 展 ： 1 - 7 数字键 沙发 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带 着 来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 数字 时代 的 二次 创造 ， 将 不同 形状 和 颜色 的 数字键 拼 合成 舒服 的 沙发 ， 这 正是 Adrenalina 今年 想 在 米兰 展上 展现 的 作品 SHIFT ， 光泽 的 表面 、 鲜艳 的 色彩 和 1 - 7 数字 ， 对 传统 家具 装饰 来说 ， 有点 挑衅 。   
 家居 	 2009 米兰 国际 家具 展 ： 家具 与 自然 一起 生长 2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带 着 来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 De   Castelli 在 09 米兰 展 上将 展示 一系列 简化 成 线条 结构 的 户外 家具 Radici ， 这是 可以 与 草叶 花蔓 等 自然 之物 一起 生长 户外 家具 。 设计者 Patrizia   Pozzi 是 一位 景观 设计师 ， 知道 如何 让 创意 与 自然环境 溶于 一体 ， 不再 只是 作为 一个 附加 、 补充 存在 。     
 家居 	 2009 米兰 国际 家具 展 ： 彩条 椅 SCARLETT2009 年 米兰 国际 家具 展将 于 4 月 22 日至 27 日 隆重举行 。 来自 全球 接近 2800 个 家具 ， 家饰 ， 灯具 及 卫浴 企业 ， 将 带 着 来 各自 的 最新 产品 齐聚 米兰 新 国际展览中心 。 椅子 上 需要 更 多 可变 单元 ， 比如 颜色 ， Italcomma 公司 生产 的 SCARLETT 钢制 椅 便是 抓住 这一 元素 ， 设计师   Alessandro   Andreucci 将 椅背 和 坐垫 设计 成可 更换 的 彩色 条 ， 并 提供 14 种颜色 定制 。 
 家居 	 2009 米兰 展 ： 仿制 水印 图为   Koncern 设计 工作室 的 作品 “ Fake   it   Easy ” 
 家居 	 2009 米兰 展 ： 创意 之光 图为   MANTAREI ， 由 alessandro   masturzo 设计图 为   EXS ， 由 paolo   sadocco 设计图 为   MEDEA ， 由   davide   boschiggia 设计图 为   TULIP ， 由 enrico   maraldo 设计 
 家居 	 2009 米兰 展 ： 反 抄袭 宣言 Zona   Tortona 是 米兰 运河 边上 的 一个 旧 工业 厂房 区 ， 在 最近 10 年 这里 成为 了 城市 公认 的 创意 区域 。 每年 4 月 的 国际 家具 博览会 期间 ， 这里 是 米兰 国际展览中心 之外 最大 的 场外 展览 活动 举办地 。 09 年 的 设计 周 也 不 例外 ， 大批 的 企业 和 设计师 选择 Zona   Tortona 作为 发布 新品 和 展示 自我 的 舞台 . 在 Zona   Tortona 展上 ， Koncern 设计 工作室 在 其 一系列 玻璃器皿 作品 上用 中文 标注 “ 容易 的 假造 ” 等 字眼 。 这个 成立 于 2000 年 的 工作室 为了 回应 各 领域 的 抄袭 和 盗版 现象 ， 首先 将 自己 的 作品 打 上 “ 仿制 水印 ” ， 虽然 同样 标注 英文 “ FAKE   IT   EASY ” ， 但 直译 的 中文 还是 特别 刺眼 。   图为   Koncern 设计 工作室 的 作品 “ Fake   it   Easy ” 
 家居 	 2009 米兰 展 ： 坚硬 的 曲线图 为   年轻 的 芬兰 设计师   Erik   Griffioen 设计 作品 
 家居 	 2009 米兰 展 ： 容易 的 假造 图为   Koncern 设计 工作室 的 作品 “ Fake   it   Easy ” 
 家居 	 2009 米兰 展 ： 硬派 新人 Erik   Griffioen 图为   年轻 的 芬兰 设计师   Erik   Griffioen 设计 作品 图为   年轻 的 芬兰 设计师   Erik   Griffioen 设计 作品 
 家居 	 2009 赏阅 4 大 庭院 流行风 ( 组图 ) 赏心乐事 苏州 庭园 导语 ： 苏州园林 以 人工 或 半 人工 的 自然 山水 为 骨架 ， 以 花草 植物 为 肌肤 ， 于 有限 的 空间 里 创造 无限 的 风光 。 宋代 之后 ， 在 模拟 自然 的 基础 上 ， 强化 人们 精神 思想 和 文化 上 的 追求 ， 形成 了 写意 山水园 ， 以 诗词歌赋 命题 ， 作为 造园 的 指导思想 ， 达到 诗情画意 的 境地 ， 这些 积累 千年 的 文化 内涵 已 成为 中国 传统 园林 的 精髓 。 
